Time,Tension (V),Courant (A),Power,Phase
447,5.10137,0.229,1.16821373,Idle
448,5.10137,0.2315,1.180967155,Idle
449,5.07438,0.254,1.28889252,Idle
450,5.05063,0.315,1.59094845,Idle
451,5.02706,0.388,1.95049928,Idle
452,5.01188,0.457,2.29042916,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
453,5.00631,0.48275,2.416796156,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
454,5.00631,0.4826,2.41604526,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
455,5.00631,0.4826,2.41604526,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
456,5.00631,0.48257,2.41589508,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
457,5.00631,0.48255,2.41579496,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
458,5.00631,0.48255,2.41579496,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
459,5.00631,0.4825,2.41554466,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
460,5.00631,0.48253,2.41569484,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
461,5.00631,0.48253,2.41569484,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
462,5.00631,0.48255,2.41579496,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
463,5.00631,0.48257,2.41589508,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
464,5.00631,0.4826,2.41604526,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
465,5.00631,0.48263,2.41619544,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
466,5.00631,0.48263,2.41619544,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
467,5.00631,0.48265,2.41629556,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
468,5.00631,0.4827,2.41654586,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
469,5.00631,0.48273,2.41669604,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
470,5.00631,0.48275,2.41679616,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
471,5.00631,0.48278,2.41694634,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
472,5.00631,0.4828,2.41704646,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
473,5.00631,0.48283,2.41719664,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
474,5.00631,0.48283,2.41719664,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
475,5.00631,0.48285,2.41729676,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
476,5.00631,0.4829,2.41754706,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
477,5.00631,0.48293,2.41769724,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
478,5.00631,0.48295,2.41779736,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
479,5.00631,0.483,2.4180477,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
480,5.00631,0.483,2.4180477,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
481,5.00631,0.48303,2.41819782,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
482,5.07688,0.483,2.45213,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
483,5.07588,0.48301,2.45171,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
484,5.071,0.48301,2.4493,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
485,5.0425,0.48301,2.4355,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
486,4.96625,0.48301,2.3987,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
487,4.86375,0.48301,2.3492,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
488,4.64062,0.48301,2.2415,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
489,4.35437,0.48301,2.1032,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
494,5.06155,0.48301,2.4448,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
496,5.10137,0.484,2.4691,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
497,5.10137,0.4842,2.4701,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
498,5.10137,0.48425,2.4703,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
499,5.10137,0.48428,2.4705,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
500,5.10137,0.4843,2.4706,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
501,5.10137,0.48435,2.4708,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
502,5.10137,0.4844,2.4711,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
503,5.10137,0.48443,2.4712,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
504,5.10137,0.48445,2.4713,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
505,5.10137,0.48448,2.4715,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
506,5.10137,0.4845,2.4716,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
507,5.10137,0.4845,2.4716,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
508,5.10137,0.48455,2.4718,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
509,5.10137,0.4846,2.4721,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
510,5.10137,0.4846,2.4721,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
511,5.10137,0.4846,2.4721,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
512,5.10137,0.4846,2.4721,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
513,5.10137,0.48465,2.4724,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
514,5.10137,0.48465,2.4724,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
515,5.10137,0.48465,2.4724,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
516,5.10137,0.4847,2.4726,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
517,5.10137,0.4847,2.4726,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
518,5.10137,0.4847,2.4726,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
519,5.10137,0.4847,2.4726,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
520,5.10137,0.4847,2.4726,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
521,5.10137,0.4847,2.4726,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
522,5.10137,0.48475,2.4729,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
523,5.10137,0.48475,2.4729,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
524,5.10137,0.48475,2.4729,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
525,5.10137,0.48475,2.4729,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
526,5.10137,0.48475,2.4729,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
527,5.10137,0.48475,2.4729,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
528,5.10137,0.48475,2.4729,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
529,5.10137,0.48475,2.4729,yolo11n_seg_prune_0_05_openvino_2022.1_8shave.blob
530,5.10137,0.229,1.1682,Idle
531,5.10137,0.229,1.1682,Idle
532,5.10137,0.229,1.1682,Idle
533,5.10137,0.229,1.1682,Idle
534,5.10137,0.229,1.1682,Idle
535,5.10137,0.229,1.1682,Idle
536,5.10137,0.229,1.1682,Idle
537,5.10137,0.229,1.1682,Idle
538,5.10137,0.229,1.1682,Idle
539,5.10137,0.229,1.1682,Idle
540,5.10137,0.229,1.1682,Idle
